Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude,Location,Street Direction,Street Number,Street Name,Street Type
2122 Meade,09005818.,Smalley,125.00,HHF,08/02/2019,No,3,Campau/Banglatown,42.407564,-83.071383,"location
(42.407564, -83.071383)",,2122,MEADE,St
12636 Griggs,16040982.,Gayanga Co,26430.00,Non-HHF,08/02/2019,No,7,Grand River-I96,42.381259,-83.161715,"location
(42.381259, -83.161715)",,12636,GRIGGS,St
12620 Birwood,16041830.,Gayanga Co,23860.00,Non-HHF,08/02/2019,No,7,Grand River-I96,42.381014,-83.16277,"location
(42.381014, -83.16277)",,12620,BIRWOOD,St
1949 Lawley,09006050.,Smalley,15900.00,HHF,08/02/2019,No,3,Campau/Banglatown,42.408172,-83.07537,"location
(42.408172, -83.07537)",,1949,LAWLEY,St
13128 Meyers,16045898.,Gayanga Co,16900.00,Non-HHF,08/02/2019,No,7,Grand River-I96,42.383861,-83.168224,"location
(42.383861, -83.168224)",,13128,MEYERS,Rd
12881 Stahelin,22083765.,Homrich,11781.63,HHF,08/02/2019,No,1,Schoolcraft Southfield,42.383052,-83.226215,"location
(42.383052, -83.226215)",,12881,STAHELIN,Ave
11408 Archdale,22071049.,Homrich,21601.60,HHF,08/02/2019,No,7,Joy Community,42.371468,-83.215247,"location
(42.371468, -83.215247)",,11408,ARCHDALE,St
12945 Sorrento,22024256.,Gayanga Co,18525.00,Non-HHF,08/02/2019,No,7,Grand River-I96,42.382809,-83.172082,"location
(42.382809, -83.172082)",,12945,SORRENTO,St
1985 Mcpherson,09005330.,Smalley,19160.00,HHF,08/02/2019,No,3,Campau/Banglatown,42.404498,-83.072173,"location
(42.404498, -83.072173)",,1985,MCPHERSON,St
11414 Archdale,22071050.,Homrich,30879.60,HHF,08/02/2019,No,7,Joy Community,42.371564,-83.215248,"location
(42.371564, -83.215248)",,11414,ARCHDALE,St
756 Helen,15000095-6,"Adamo Group, Inc.",21000.00,Non-HHF,08/02/2019,Yes,5,Islandview,42.349878,-83.004903,"location
(42.349878, -83.004903)",,756,HELEN,St
9633 Lauder,22042629.,Smalley,19311.00,HHF,08/01/2019,No,7,Plymouth-Hubbell,42.367424,-83.190035,"location
(42.367424, -83.190035)",,9633,LAUDER,St
14001 Piedmont,22087650.,Homrich,15622.62,HHF,08/01/2019,No,1,Westwood Park,42.387886,-83.230094,"location
(42.387886, -83.230094)",,14001,PIEDMONT,St
7451 Iowa,15004143.,DMC Consultants,28468.75,Non-HHF,08/01/2019,No,3,Grant,42.425314,-83.027072,"location
(42.425314, -83.027072)",,7451,IOWA,St
13158 Appoline,22020946.,Gayanga Co,20000.00,Non-HHF,08/01/2019,No,7,Grand River-I96,42.384273,-83.169353,"location
(42.384273, -83.169353)",,13158,APPOLINE,
14625 Fordham,21019880.,Gayanga Co,12084.30,Non-HHF,08/01/2019,No,4,Mapleridge,42.434596,-82.972148,"location
(42.434596, -82.972148)",,14625,FORDHAM,St
15121 Chicago,22003631-2,Smalley,15194.00,HHF,08/01/2019,No,7,We Care Community,42.365215,-83.193561,"location
(42.365215, -83.193561)",,15121,CHICAGO,St
18036 Cardoni,09021097.,Rickman Enterprise Group,15519.33,HHF,08/01/2019,No,3,Hawthorne Park,42.425571,-83.09074,"location
(42.425571, -83.09074)",,18036,CARDONI,St
18084 Cardoni,09021105.,Rickman Enterprise Group,15004.33,HHF,08/01/2019,No,3,Hawthorne Park,42.426229,-83.090773,"location
(42.426229, -83.090773)",,18084,CARDONI,St
9352 Forrer,22053703.,Smalley,18699.00,HHF,08/01/2019,No,7,Joy Community,42.364277,-83.200122,"location
(42.364277, -83.200122)",,9352,FORRER,St
15600 Liberal,21022686.,Salenbien Trucking & Excavating Inc.,15938.00,Non-HHF,08/01/2019,No,3,Regent Park,42.439757,-82.960612,"location
(42.439757, -82.960612)",,15600,LIBERAL,St
9392 Montrose,22052901.,Smalley,21566.00,HHF,08/01/2019,No,7,Joy Community,42.364857,-83.199062,"location
(42.364857, -83.199062)",,9392,MONTROSE,St
15719 Chicago,22003684-5,Smalley,17345.00,HHF,08/01/2019,No,7,Joy Community,42.365095,-83.199812,"location
(42.365095, -83.199812)",,15719,CHICAGO,St
18132 Cardoni,09021113.,Rickman Enterprise Group,14506.33,HHF,08/01/2019,No,3,Hawthorne Park,42.426887,-83.090805,"location
(42.426887, -83.090805)",,18132,CARDONI,St
9337 Montrose,22053392.,Smalley,16002.00,HHF,08/01/2019,No,7,Joy Community,42.364066,-83.199661,"location
(42.364066, -83.199661)",,9337,MONTROSE,St
21589 W Davison,22008556.,Gayanga Co,10244.90,Non-HHF,08/01/2019,No,1,Brightmoor,42.383396,-83.254246,"location
(42.383396, -83.254246)",W,21589,DAVISON,St
9177 Montrose,22053409.,Smalley,21722.00,HHF,08/01/2019,No,7,Joy Community,42.362166,-83.199586,"location
(42.362166, -83.199586)",,9177,MONTROSE,St
16012 Novara,21022351.,Gayanga Co,11354.30,Non-HHF,08/01/2019,No,3,Regent Park,42.438928,-82.9555,"location
(42.438928, -82.9555)",,16012,NOVARA,St
7459 Iowa,15004144.,DMC Consultants,28250.00,Non-HHF,08/01/2019,No,3,Grant,42.425316,-83.026951,"location
(42.425316, -83.026951)",,7459,IOWA,St
12211 Archdale,22072004.,Homrich,22701.60,HHF,08/01/2019,No,7,Plymouth-I96,42.376963,-83.216162,"location
(42.376963, -83.216162)",,12211,ARCHDALE,St
9368 Forrer,22053705.,Smalley,16130.00,HHF,08/01/2019,No,7,Joy Community,42.364496,-83.20013,"location
(42.364496, -83.20013)",,9368,FORRER,St
15718 GREYDALE,22112654.,Homrich,17002.70,HHF,08/01/2019,No,1,Brightmoor,42.404427,-83.25541,"location
(42.404427, -83.25541)",,15718,GREYDALE,St
14055 Westwood,22089983.,Homrich,26599.63,HHF,07/31/2019,No,1,Westwood Park,42.38863,-83.232432,"location
(42.38863, -83.232432)",,14055,WESTWOOD,St
12217 Archdale,22072003.,Homrich,21908.60,HHF,07/31/2019,No,7,Plymouth-I96,42.377059,-83.216167,"location
(42.377059, -83.216167)",,12217,ARCHDALE,St
16185 Prairie,16023297.,DMC Consultants,18600.00,Non-HHF,07/31/2019,No,2,Fitzgerald/Marygrove,42.411111,-83.1452,"location
(42.411111, -83.1452)",,16185,PRAIRIE,St
13549 Faust,22079173.,Homrich,22041.63,HHF,07/31/2019,No,1,Schoolcraft Southfield,42.385026,-83.222594,"location
(42.385026, -83.222594)",,13549,FAUST,Ave
15503 Westbrook,22110169.,Homrich,21292.70,HHF,07/31/2019,No,1,Brightmoor,42.403706,-83.250978,"location
(42.403706, -83.250978)",,15503,WESTBROOK,St
12477 Whitehill,21058255.003,Smalley,17523.00,HHF,07/31/2019,No,4,Moross-Morang,42.431029,-82.949435,"location
(42.431029, -82.949435)",,12477,WHITEHILL,St
15817 E State Fair,21024559-60,Smalley,19677.00,HHF,07/31/2019,No,3,Regent Park,42.443112,-82.958069,"location
(42.443112, -82.958069)",E,15817,STATE FAIR,St
12133 Wayburn,21063686.008,Smalley,27591.00,HHF,07/31/2019,No,4,Moross-Morang,42.429643,-82.947678,"location
(42.429643, -82.947678)",,12133,WAYBURN,St
20513 San Juan,16025761.,Smalley,17863.00,HHF,07/31/2019,No,2,Garden Homes,42.445051,-83.148119,"location
(42.445051, -83.148119)",,20513,SAN JUAN,Dr
20045 Santa Barbara,16027761.,Smalley,16895.00,HHF,07/31/2019,No,2,Garden Homes,42.440776,-83.149575,"location
(42.440776, -83.149575)",,20045,SANTA BARBARA,Dr
20400 Manor,16045524.,Smalley,27634.00,HHF,07/31/2019,No,2,Pembroke,42.44323,-83.169724,"location
(42.44323, -83.169724)",,20400,MANOR,St
13445 SYRACUSE,13013959.,Able Demolition,29020.68,HHF,07/31/2019,No,3,Davison,42.416116,-83.044944,"location
(42.416116, -83.044944)",,13445,SYRACUSE,St
13780 Conley,13016465.,Able Demolition,24215.91,HHF,07/31/2019,No,3,Davison,42.418227,-83.051427,"location
(42.418227, -83.051427)",,13780,CONLEY,St
12033 Rossiter,21058698.008,Smalley,18504.00,HHF,07/30/2019,No,4,Moross-Morang,42.429214,-82.946605,"location
(42.429214, -82.946605)",,12033,ROSSITER,St
13454 Fenelon,13016885.,Able Demolition,23356.29,HHF,07/30/2019,No,3,Davison,42.416108,-83.052507,"location
(42.416108, -83.052507)",,13454,FENELON,St
15724 Westbrook,22109769.,Homrich,22605.70,HHF,07/30/2019,No,1,Brightmoor,42.404655,-83.250291,"location
(42.404655, -83.250291)",,15724,WESTBROOK,St
16245 Novara,21022602.,Smalley,26040.00,HHF,07/30/2019,No,3,Regent Park,42.439489,-82.95251,"location
(42.439489, -82.95251)",,16245,NOVARA,St
14274 Glenwood,21018111.,Smalley,19750.00,HHF,07/30/2019,No,4,Mapleridge,42.43033,-82.975754,"location
(42.43033, -82.975754)",,14274,GLENWOOD,St
15484 Rossini Drive,21024770.,Smalley,18391.00,HHF,07/30/2019,No,3,Regent Park,42.443457,-82.961748,"location
(42.443457, -82.961748)",,15484,ROSSINI DRIVE,Dr
1973 Mclean,09005726.,Smalley,12650.00,HHF,07/30/2019,No,3,Campau/Banglatown,42.406358,-83.073673,"location
(42.406358, -83.073673)",,1973,MCLEAN,St
19734 Hull,09019880.,DMC Consultants,21200.00,Non-HHF,07/30/2019,No,3,Nolan,42.439471,-83.088663,"location
(42.439471, -83.088663)",,19734,HULL,St
12327 Maine,09012856.001,Smalley,24540.00,HHF,07/30/2019,No,3,Campau/Banglatown,42.407294,-83.067206,"location
(42.407294, -83.067206)",,12327,MAINE,St
10045 Yellowstone,14012709.,"Adamo Group, Inc.",35400.00,Non-HHF,07/30/2019,Yes,7,Nardin Park,42.372764,-83.132488,"location
(42.372764, -83.132488)",,10045,YELLOWSTONE,St
15501 Greydale,22112959.,Homrich,21426.70,HHF,07/30/2019,No,1,Brightmoor,42.403547,-83.25604,"location
(42.403547, -83.25604)",,15501,GREYDALE,St
12434 Maine,09012336.,Smalley,17089.00,HHF,07/30/2019,No,3,Campau/Banglatown,42.408813,-83.067589,"location
(42.408813, -83.067589)",,12434,MAINE,St
15040 Liberal,21022702-3,Smalley,16494.00,HHF,07/30/2019,No,3,Regent Park,42.439949,-82.966034,"location
(42.439949, -82.966034)",,15040,LIBERAL,St
12208 Archdale,22071093.,Homrich,22515.60,HHF,07/30/2019,No,7,Plymouth-I96,42.376966,-83.215511,"location
(42.376966, -83.215511)",,12208,ARCHDALE,St
12200 Archdale,22071092.,Homrich,29925.60,HHF,07/30/2019,No,7,Plymouth-I96,42.37687,-83.215505,"location
(42.37687, -83.215505)",,12200,ARCHDALE,St
13463 Keystone,13016426.,Able Demolition,19146.72,HHF,07/30/2019,No,3,Davison,42.416226,-83.050942,"location
(42.416226, -83.050942)",,13463,KEYSTONE,St
15453 Westbrook,22110175.,Homrich,22923.70,HHF,07/30/2019,No,1,Brightmoor,42.403031,-83.250948,"location
(42.403031, -83.250948)",,15453,WESTBROOK,St
12482 Mackay,09012909.,Smalley,15840.00,HHF,07/30/2019,No,3,Campau/Banglatown,42.409079,-83.068871,"location
(42.409079, -83.068871)",,12482,MACKAY,St
15797 Muirland,12011869.,Blue Star,21620.00,HHF,07/30/2019,No,2,Pilgrim Village,42.407839,-83.133804,"location
(42.407839, -83.133804)",,15797,MUIRLAND,St
12314 Maine,09012318.,Smalley,17180.00,HHF,07/30/2019,No,3,Campau/Banglatown,42.407333,-83.066607,"location
(42.407333, -83.066607)",,12314,MAINE,St
15292 Maddelein,21021378.,Smalley,19200.00,HHF,07/30/2019,No,3,Regent Park,42.436115,-82.963606,"location
(42.436115, -82.963606)",,15292,MADDELEIN,St
15853 Rossini Drive,21025028.001,Smalley,18141.00,HHF,07/30/2019,No,3,Regent Park,42.444107,-82.957388,"location
(42.444107, -82.957388)",,15853,ROSSINI DRIVE,Dr
15747 Bentler,22110909.,Homrich,20298.70,HHF,07/29/2019,No,1,Brightmoor,42.405038,-83.252525,"location
(42.405038, -83.252525)",,15747,BENTLER,St
5175 Casmere,13005888.,Gayanga Co,19850.00,Non-HHF,07/29/2019,No,3,Buffalo Charles,42.407287,-83.048037,"location
(42.407287, -83.048037)",,5175,CASMERE,St
20244 Gallagher,13023258.,Able Demolition,17728.42,HHF,07/29/2019,No,3,Butler,42.444724,-83.070637,"location
(42.444724, -83.070637)",,20244,GALLAGHER,St
12250 Archdale,22071099.,Homrich,30869.60,HHF,07/29/2019,No,7,Plymouth-I96,42.377542,-83.215539,"location
(42.377542, -83.215539)",,12250,ARCHDALE,St
2057 Lawley,09006068.,Smalley,17350.00,HHF,07/29/2019,No,3,Campau/Banglatown,42.408839,-83.073585,"location
(42.408839, -83.073585)",,2057,LAWLEY,St
2050 Dearing,09006156.,Smalley,21960.00,HHF,07/29/2019,No,3,Campau/Banglatown,42.409077,-83.073887,"location
(42.409077, -83.073887)",,2050,DEARING,St
15412 Westbrook,22109751.,Homrich,15621.70,HHF,07/29/2019,No,1,Brightmoor,42.402488,-83.250196,"location
(42.402488, -83.250196)",,15412,WESTBROOK,St
8333 Livernois,16018274.,Gayanga Co,36699.00,Non-HHF,07/29/2019,Yes,6,Midwest,42.356154,-83.138632,"location
(42.356154, -83.138632)",,8333,LIVERNOIS,Ave
12258 Archdale,22071100.,Homrich,15458.60,HHF,07/29/2019,No,7,Plymouth-I96,42.377638,-83.215544,"location
(42.377638, -83.215544)",,12258,ARCHDALE,St
2120 Lawley,09006027.,Smalley,30760.00,HHF,07/29/2019,No,3,Campau/Banglatown,42.408863,-83.072249,"location
(42.408863, -83.072249)",,2120,LAWLEY,St
15755 Westbrook,22110156.,Homrich,21849.70,HHF,07/29/2019,No,1,Brightmoor,42.405291,-83.251046,"location
(42.405291, -83.251046)",,15755,WESTBROOK,St
13450 Fenelon,13016884.,Able Demolition,21391.95,HHF,07/29/2019,No,3,Davison,42.416026,-83.052507,"location
(42.416026, -83.052507)",,13450,FENELON,St
2104 Dearing,09006147.,Smalley,17950.00,HHF,07/29/2019,No,3,Campau/Banglatown,42.40941,-83.072995,"location
(42.40941, -83.072995)",,2104,DEARING,St
13444 Fenelon,13016883.,Able Demolition,21393.26,HHF,07/29/2019,No,3,Davison,42.415944,-83.052506,"location
(42.415944, -83.052506)",,13444,FENELON,St
15351 Greydale,22112980.,Homrich,20677.70,HHF,07/29/2019,No,1,Brightmoor,42.401442,-83.255955,"location
(42.401442, -83.255955)",,15351,GREYDALE,St
13451 Keystone,13016428.,Able Demolition,28682.23,HHF,07/29/2019,No,3,Davison,42.416061,-83.050941,"location
(42.416061, -83.050941)",,13451,KEYSTONE,St
9231 Devonshire,21070524.,Salenbien Trucking & Excavating Inc.,32533.75,HHF,07/29/2019,No,4,Outer Drive-Hayes,42.411247,-82.949624,"location
(42.411247, -82.949624)",,9231,DEVONSHIRE,Rd
2087 Dearing,09006205.,Smalley,23470.00,HHF,07/29/2019,No,3,Campau/Banglatown,42.409672,-83.073528,"location
(42.409672, -83.073528)",,2087,DEARING,St
15905 Evanston,21005349.,Salenbien Trucking & Excavating Inc.,18010.00,HHF,07/29/2019,No,4,Outer Drive-Hayes,42.409854,-82.94949,"location
(42.409854, -82.94949)",,15905,EVANSTON,St
2038 Dearing,09006158.,Smalley,25270.00,HHF,07/29/2019,No,3,Campau/Banglatown,42.409002,-83.074085,"location
(42.409002, -83.074085)",,2038,DEARING,St
15602 Eastburn,21025586.,Smalley,15263.00,HHF,07/26/2019,No,3,Regent Park,42.445278,-82.960731,"location
(42.445278, -82.960731)",,15602,EASTBURN,St
15723 Bentler,22110914.,Homrich,15470.70,HHF,07/26/2019,No,1,Brightmoor,42.40456,-83.252506,"location
(42.40456, -83.252506)",,15723,BENTLER,St
15322 Greydale,22112620.,Homrich,18659.70,HHF,07/26/2019,No,1,Brightmoor,42.400981,-83.255274,"location
(42.400981, -83.255274)",,15322,GREYDALE,St
15848 Dolphin,22114865-6,Homrich,18581.70,HHF,07/26/2019,No,1,Brightmoor,42.406409,-83.259208,"location
(42.406409, -83.259208)",,15848,DOLPHIN,St
15708 Fairmount Dr,21025165.001,Smalley,16165.00,HHF,07/26/2019,No,3,Regent Park,42.44443,-82.95882,"location
(42.44443, -82.95882)",,15708,FAIRMOUNT DR,Dr
15718 Blackstone,22109157.,Homrich,31212.70,HHF,07/26/2019,No,1,Brightmoor,42.404525,-83.249173,"location
(42.404525, -83.249173)",,15718,BLACKSTONE,St
15729 Bentler,22110913.,Homrich,16540.70,HHF,07/26/2019,No,1,Brightmoor,42.404672,-83.25251,"location
(42.404672, -83.25251)",,15729,BENTLER,St
15415 Westbrook,22110180.,Homrich,23570.70,HHF,07/26/2019,No,1,Brightmoor,42.402469,-83.250924,"location
(42.402469, -83.250924)",,15415,WESTBROOK,St
12648 Greenlawn,16029200.,Gayanga Co,22025.00,Non-HHF,07/26/2019,No,7,Littlefield Community,42.381761,-83.149337,"location
(42.381761, -83.149337)",,12648,GREENLAWN,St
12674 Cloverlawn,16031104.,Gayanga Co,14533.00,Non-HHF,07/26/2019,No,7,Littlefield Community,42.382048,-83.151388,"location
(42.382048, -83.151388)",,12674,CLOVERLAWN,St
12652 Roselawn,16030159.,Gayanga Co,23005.00,Non-HHF,07/26/2019,No,7,Littlefield Community,42.381795,-83.150325,"location
(42.381795, -83.150325)",,12652,ROSELAWN,St
16276 Fairmount Dr,21025125.,Smalley,20927.00,HHF,07/26/2019,No,3,Regent Park,42.444512,-82.952086,"location
(42.444512, -82.952086)",,16276,FAIRMOUNT DR,Dr
5065 Balfour,21068770.,Salenbien Trucking & Excavating Inc.,34431.50,HHF,07/26/2019,No,4,Morningside,42.400694,-82.947676,"location
(42.400694, -82.947676)",,5065,BALFOUR,Rd
16240 Strathmoor,22037922.,Smalley,11065.00,HHF,07/25/2019,No,1,Hubbell-Puritan,42.411136,-83.187727,"location
(42.411136, -83.187727)",,16240,Strathmoor,St
13515 Conley,13016859-60,Able Demolition,19665.05,HHF,07/25/2019,No,3,Davison,42.416898,-83.052033,"location
(42.416898, -83.052033)",,13515,CONLEY,St
16146 Strathmoor,22037909.,Smalley,16055.00,HHF,07/25/2019,No,1,Hubbell-Puritan,42.40986,-83.187773,"location
(42.40986, -83.187773)",,16146,STRATHMOOR,St
15033 Tracey,22031913.,Smalley,17755.00,HHF,07/25/2019,No,2,Bethune Community,42.400374,-83.180421,"location
(42.400374, -83.180421)",,15033,TRACEY,St
15770 Chapel,22111336.,Homrich,24064.70,HHF,07/25/2019,No,1,Brightmoor,42.405497,-83.253079,"location
(42.405497, -83.253079)",,15770,CHAPEL,St
15446 Tracey,22031324.,Smalley,13327.00,HHF,07/25/2019,No,2,Bethune Community,42.404603,-83.179988,"location
(42.404603, -83.179988)",,15446,TRACEY,St
15349 Strathmoor,22038360.,Smalley,13196.00,HHF,07/25/2019,No,1,Bethune Community,42.402789,-83.188139,"location
(42.402789, -83.188139)",,15349,STRATHMOOR,St
14803 Terry,22043047.,Smalley,18015.00,HHF,07/25/2019,No,1,Hubbell-Lyndon,42.396988,-83.19196,"location
(42.396988, -83.19196)",,14803,TERRY,St
15724 Bentler,22110585.,Homrich,19977.70,HHF,07/25/2019,No,1,Brightmoor,42.404617,-83.251735,"location
(42.404617, -83.251735)",,15724,BENTLER,St
13781 Syracuse,13013934.,Able Demolition,26344.78,HHF,07/25/2019,No,3,Davison,42.418379,-83.044998,"location
(42.418379, -83.044998)",,13781,SYRACUSE,St
15453 Trinity,22108800.,Homrich,13977.70,HHF,07/25/2019,No,1,Brightmoor,42.403095,-83.248661,"location
(42.403095, -83.248661)",,15453,TRINITY,St
15742 Dacosta,22115663.,Homrich,15659.70,HHF,07/25/2019,No,1,Brightmoor,42.404832,-83.260343,"location
(42.404832, -83.260343)",,15742,DACOSTA,St
142 W Montana,01005256.,Leadhead Construction,24216.32,HHF,07/24/2019,No,2,Grixdale Farms,42.423837,-83.104761,"location
(42.423837, -83.104761)",W,142,MONTANA,St
13764 Conley,13016463.,Able Demolition,25646.47,HHF,07/24/2019,No,3,Davison,42.418035,-83.051425,"location
(42.418035, -83.051425)",,13764,CONLEY,St
11724 Flanders,21011414.,Able Demolition,20143.45,HHF,07/24/2019,No,4,Gratiot-Findlay,42.410899,-82.996568,"location
(42.410899, -82.996568)",,11724,FLANDERS,St
205 W Margaret,01005775.,Able Demolition,32010.21,HHF,07/24/2019,No,2,Grixdale Farms,42.425875,-83.106046,"location
(42.425875, -83.106046)",W,205,MARGARET,St
15372 Westbrook,22109748.,Homrich,20031.70,HHF,07/24/2019,No,1,Brightmoor,42.40202,-83.250166,"location
(42.40202, -83.250166)",,15372,WESTBROOK,St
5345 Iroquois,17007375.,DMC Consultants,27550.00,Non-HHF,07/24/2019,No,5,Pingree Park,42.380472,-83.011191,"location
(42.380472, -83.011191)",,5345,IROQUOIS,St
21 E Longwood,01004964.,Gayanga Co,25150.00,Non-HHF,07/24/2019,No,3,Greenfield Park,42.42188,-83.101425,"location
(42.42188, -83.101425)",E,21,LONGWOOD,Ave
15355 Westbrook,22110186.,Homrich,24648.70,HHF,07/24/2019,No,1,Brightmoor,42.40165,-83.25088,"location
(42.40165, -83.25088)",,15355,WESTBROOK,St
15708 Bentler,22110582.,Homrich,20677.70,HHF,07/24/2019,No,1,Brightmoor,42.404288,-83.251722,"location
(42.404288, -83.251722)",,15708,BENTLER,St
15463 Dolphin,22114962.,Homrich,19144.70,HHF,07/24/2019,No,1,Brightmoor,42.403021,-83.259741,"location
(42.403021, -83.259741)",,15463,DOLPHIN,St
130 W Montana,01005258.,Leadhead Construction,24195.32,HHF,07/24/2019,No,2,Grixdale Farms,42.423844,-83.104539,"location
(42.423844, -83.104539)",W,130,MONTANA,St
98 W Montana,01005264.,Leadhead Construction,22667.32,HHF,07/24/2019,No,2,Grixdale Farms,42.423864,-83.103873,"location
(42.423864, -83.103873)",W,98,MONTANA,St
67 W Nevada,01005350.,Leadhead Construction,22593.32,HHF,07/24/2019,No,2,Grixdale Farms,42.424283,-83.103442,"location
(42.424283, -83.103442)",W,67,NEVADA,St
86 W Montana,01005265.,Leadhead Construction,24169.32,HHF,07/24/2019,No,2,Grixdale Farms,42.423868,-83.103734,"location
(42.423868, -83.103734)",W,86,MONTANA,St
27 E Longwood,01004965.,Gayanga Co,24050.00,Non-HHF,07/24/2019,No,3,Greenfield Park,42.421882,-83.101314,"location
(42.421882, -83.101314)",E,27,LONGWOOD,Ave
15340 Blackstone,22109128.,Homrich,14382.70,HHF,07/24/2019,No,1,Brightmoor,42.401414,-83.24903,"location
(42.401414, -83.24903)",,15340,BLACKSTONE,St
228 W Montana,01005243.,Leadhead Construction,29277.32,HHF,07/24/2019,No,2,Grixdale Farms,42.423668,-83.106458,"location
(42.423668, -83.106458)",W,228,MONTANA,St
19247 Lamont,13017514.,Gayanga Co,7436.10,Non-HHF,07/24/2019,No,3,Farwell,42.435381,-83.055191,"location
(42.435381, -83.055191)",,19247,LAMONT,St
12551 E State Fair,21024260-1,Able Demolition,19832.09,HHF,07/23/2019,No,3,Conner Creek,42.44216,-82.996545,"location
(42.44216, -82.996545)",E,12551,STATE FAIR,St
17174 Chapel,22111392.,Homrich,32395.50,HHF,07/23/2019,No,1,Holcomb Community,42.41599,-83.253526,"location
(42.41599, -83.253526)",,17174,CHAPEL,St
12742 NORTHLAWN,16031639.,DMC Consultants,24530.00,Non-HHF,07/23/2019,No,7,Littlefield Community,42.382956,-83.15253,"location
(42.382956, -83.15253)",,12742,NORTHLAWN,St
13472 Conley,13016447.,Able Demolition,28870.89,HHF,07/23/2019,No,3,Davison,42.416359,-83.051411,"location
(42.416359, -83.051411)",,13472,CONLEY,St
15850 Vaughan,22097786.,Homrich,22749.50,HHF,07/23/2019,No,1,Brightmoor,42.406833,-83.238485,"location
(42.406833, -83.238485)",,15850,VAUGHAN,St
15376 Chapel,22111302.,Homrich,22466.70,HHF,07/23/2019,No,1,Brightmoor,42.402077,-83.252935,"location
(42.402077, -83.252935)",,15376,CHAPEL,St
